Designator,Mid X,Mid Y,Layer,Rotation
C1,17.14,-1.91,Top,90.0
C2,19.69,-1.91,Top,90.0
C3, 8.89, 8.26,Top,0.0
C5, 8.89, 6.35,Top,0.0
C6, 8.89,11.43,Top,180.0
CH3,-26.67, 4.45,Top,90.0
CH4,26.67, 4.45,Top,270.0
IC1, 8.26,-2.54,Top,0.0
LED1,29.85,-7.62,Top,180.0
LED3,-29.85,-7.62,Top,0.0
R1,26.04,-7.62,Top,180.0
R2,-1.27,-4.45,Top,0.0
R3,-1.27,-0.64,Top,90.0
R4,-1.27,-6.99,Top,180.0
R5,-26.04,-7.62,Top,0.0
