Designator,Mid X,Mid Y,Layer,Rotation
C1,-9.53,10.16,Top,180.0
C2, 9.53,10.16,Top,0.0
CH9,-27.30, 0.00,Top,90.0
CH10,27.30, 0.00,Top,270.0
LED1,-3.81,-13.34,Top,90.0
LED2,-19.69,-13.97,Top,90.0
LED3, 5.71,-13.97,Top,90.0
R1,-9.53,12.70,Top,0.0
R2,-9.53,15.24,Top,180.0
R3, 9.53,12.70,Top,180.0
R4, 9.53,15.24,Top,0.0
R5,-3.81,-10.16,Top,90.0
R6,-19.69,-10.79,Top,90.0
R7, 5.71,-10.79,Top,90.0
U1, 0.00, 2.86,Top,270.0
