Designator,Mid X,Mid Y,Layer,Rotation
C1,0,4.76,Top,0
C2,3.18,0.64,Top,270
IC1,0.75,0.64,Top,90
JP1,-3.97,3.49,Top,0
JP2,-3.97,1.59,Top,0
JP3,-3.97,-2.22,Top,0
JP4,-3.97,-0.32,Top,0
JP5,-2.32,3.49,Top,180
JP6,-2.32,1.59,Top,180
JP7,-2.32,-2.22,Top,180
JP8,-2.32,-0.32,Top,180
LED1,3.81,2.54,Top,0
LED2,3.81,-1.27,Top,180
R2,-4.13,4.76,Top,0
R3,3.81,4.76,Top,180
R4,3.81,3.49,Top,180
R5,3.81,-2.86,Top,180
R1,0,0.95,Bottom,180
